NOMBRE_CIENTIFICO,NOMBRE_COMUN,NOMBRE_CIENTIFICO_RESOLUCION_POA,NOMBRE_COMUN_RESOLUCION_POA,BLOQUE,FAJA,CODIGO_ESPECIE,VOLUMEN_ESPECIE,DAP,AC,DMC,CONDICION,ESTADO,ZONA_UTM,COORDENADA_ESTE,COORDENADA_NORTE,PCA,OBSERVACION
Sloanea guianensis , Huangana casho,Sloanea guianensis , Huangana casho, ,47,12549,11.7622,120,16,41,Aprovechable,En Pie,18S,454384,9159270,PC 09,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,47,12550,11.7366,110,19,51,Aprovechable,En Pie,18S,454398,9159348,PC 09,
Copaifera reticulata , Copaiba,Copaifera paupera , Copaiba, ,47,12551,13.2324,120,18,56,Aprovechable,En Pie,18S,454362,9159368,PC 09,
Copaifera reticulata , Copaiba,Copaifera paupera , Copaiba, ,47,12552,2.9405,60,16,56,Semillero,En Pie,18S,454371,9159395,PC 09,SEMILLERO
Hura crepitans , Catahua,Hura crepitans , Catahua, ,47,12553,11.9651,125,15,60,Aprovechable,En Pie,18S,454397,9159466,PC 09,
Terminalia oblonga , Yacushapana,Terminalia oblonga , Yacushapana, ,47,12554,6.1788,82,18,41,Aprovechable,En Pie,18S,454384,9159576,PC 09,
Sloanea guianensis , Huangana casho,Sloanea guianensis , Huangana casho, ,47,12555,3.3048,68,14,41,Aprovechable,En Pie,18S,454383,9159571,PC 09,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,47,12556,11.7622,120,16,60,Aprovechable,En Pie,18S,454364,9159588,PC 09,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,47,12557,8.8216,120,12,60,Aprovechable,En Pie,18S,454376,9159661,PC 09,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,47,12558,11.2159,130,13,60,Aprovechable,En Pie,18S,454377,9159720,PC 09,
Sloanea guianensis , Huangana casho,Sloanea guianensis , Huangana casho, ,47,12559,7.4126,110,12,41,Aprovechable,En Pie,18S,454365,9159715,PC 09,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,47,12560,11.2159,130,13,60,Aprovechable,En Pie,18S,454401,9159739,PC 09,
Copaifera reticulata , Copaiba,Copaifera paupera , Copaiba, ,47,12561,9.2658,110,15,56,Aprovechable,En Pie,18S,454388,9159826,PC 09,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,47,12562,9.1892,100,18,51,Aprovechable,En Pie,18S,454410,9159815,PC 09,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,47,12563,13.8042,130,16,60,Aprovechable,En Pie,18S,454378,9159967,PC 09,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,47,12564,5.1051,100,10,60,Aprovechable,En Pie,18S,454383,9159990,PC 09,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,47,12565,7.1471,100,14,51,Aprovechable,En Pie,18S,454382,9160121,PC 09,
Copaifera reticulata , Copaiba,Copaifera paupera , Copaiba, ,47,12566,11.7622,120,16,56,Aprovechable,En Pie,18S,454342,9160142,PC 09,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,47,12567,10.2919,120,14,60,Aprovechable,En Pie,18S,454368,9160237,PC 09,
Calycophyllum spruceanum , Capirona,Calycophyllum spruceanum , Capirona, ,47,12568,4.1933,74,15,41,Aprovechable,En Pie,18S,454421,9160300,PC 09,
Calycophyllum spruceanum , Capirona,Calycophyllum spruceanum , Capirona, ,47,12569,4.2474,80,13,41,Aprovechable,En Pie,18S,454392,9160299,PC 09,
Calycophyllum spruceanum , Capirona,Calycophyllum spruceanum , Capirona, ,47,12570,6.1261,100,12,41,Aprovechable,En Pie,18S,454346,9160418,PC 09,
Calycophyllum spruceanum , Capirona,Calycophyllum spruceanum , Capirona, ,47,12571,3.4459,75,12,41,Aprovechable,En Pie,18S,454355,9160450,PC 09,
Calycophyllum spruceanum , Capirona,Calycophyllum spruceanum , Capirona, ,47,12572,4.0024,70,16,41,Aprovechable,En Pie,18S,454366,9160476,PC 09,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,47,12573,6.1772,110,10,60,Aprovechable,En Pie,18S,454367,9160524,PC 09,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,47,12574,10.2919,120,14,60,Aprovechable,En Pie,18S,454375,9160538,PC 09,
Calycophyllum spruceanum , Capirona,Calycophyllum spruceanum , Capirona, ,47,12575,5.2276,80,16,41,Aprovechable,En Pie,18S,454370,9160544,PC 09,
Calycophyllum spruceanum , Capirona,Calycophyllum spruceanum , Capirona, ,47,12576,9.2147,95,20,41,Aprovechable,En Pie,18S,454358,9160554,PC 09,
Calycophyllum spruceanum , Capirona,Calycophyllum spruceanum , Capirona, ,47,12577,3.5409,68,15,41,Aprovechable,En Pie,18S,454392,9160562,PC 09,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,47,12578,6.1772,110,10,60,Aprovechable,En Pie,18S,454380,9160654,PC 09,
Copaifera reticulata , Copaiba,Copaifera paupera , Copaiba, ,47,12579,3.2519,70,13,56,Aprovechable,En Pie,18S,454357,9160660,PC 09,
Calycophyllum spruceanum , Capirona,Calycophyllum spruceanum , Capirona, ,47,12580,5.9015,85,16,41,Semillero,En Pie,18S,454370,9160746,PC 09,SEMILLERO
Hura crepitans , Catahua,Hura crepitans , Catahua, ,47,12581,8.8216,120,12,60,Aprovechable,En Pie,18S,454370,9160765,PC 09,
Terminalia oblonga , Yacushapana,Terminalia oblonga , Yacushapana, ,47,12582,3.7271,78,12,41,Aprovechable,En Pie,18S,454384,9160763,PC 09,
Calycophyllum spruceanum , Capirona,Calycophyllum spruceanum , Capirona, ,47,12583,8.8253,98,18,41,Aprovechable,En Pie,18S,454357,9160786,PC 09,
Copaifera reticulata , Copaiba,Copaifera paupera , Copaiba, ,47,12584,3.8824,65,18,56,Aprovechable,En Pie,18S,454356,9160796,PC 09,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,47,12585,5.1051,100,10,60,Aprovechable,En Pie,18S,454364,9160791,PC 09,
Calycophyllum spruceanum , Capirona,Calycophyllum spruceanum , Capirona, ,47,12586,4.2474,80,13,41,Aprovechable,En Pie,18S,454380,9160795,PC 09,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,47,12587,7.3513,120,10,60,Aprovechable,En Pie,18S,454376,9160829,PC 09,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,47,12588,12.0953,135,13,60,Aprovechable,En Pie,18S,454406,9160900,PC 09,
Calycophyllum spruceanum , Capirona,Calycophyllum spruceanum , Capirona, ,47,12589,5.2276,80,16,41,Aprovechable,En Pie,18S,454408,9160899,PC 09,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,47,12590,8.6276,130,10,60,Aprovechable,En Pie,18S,454373,9160903,PC 09,
Calycophyllum spruceanum , Capirona,Calycophyllum spruceanum , Capirona, ,47,12591,7.4126,110,12,41,Aprovechable,En Pie,18S,454351,9160907,PC 09,
Calycophyllum spruceanum , Capirona,Calycophyllum spruceanum , Capirona, ,47,12592,4.9009,80,15,41,Aprovechable,En Pie,18S,454394,9160921,PC 09,
Calycophyllum spruceanum , Capirona,Calycophyllum spruceanum , Capirona, ,47,12593,3.9207,80,12,41,Aprovechable,En Pie,18S,454368,9160955,PC 09,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,47,12594,12.0787,130,14,60,Aprovechable,En Pie,18S,454385,9160972,PC 09,
Ceiba pentandra , Lupuna,Ceiba pentandra , Lupuna, ,47,12595,9.2147,95,20,64,Aprovechable,En Pie,18S,454374,9161018,PC 09,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,47,12596,11.2159,130,13,60,Aprovechable,En Pie,18S,454362,9161076,PC 09,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,52,12597,8.8216,120,12,51,Aprovechable,En Pie,18S,454057,9158860,PC 09,
Calycophyllum spruceanum , Capirona,Calycophyllum spruceanum , Capirona, ,52,12598,12.7628,125,16,41,Aprovechable,En Pie,18S,454037,9158834,PC 09,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,52,12599,8.1682,100,16,60,Aprovechable,En Pie,18S,454048,9158814,PC 09,
Ormosia coccinea , Huayruro,Ormosia coccinea , Huayruro, ,52,12600,5.8811,80,18,46,Aprovechable,En Pie,18S,454040,9158807,PC 09,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,65,12601,12.1527,115,18,60,Aprovechable,En Pie,18S,453099,9157593,PC 09,
Ormosia coccinea , Huayruro,Ormosia coccinea , Huayruro, ,65,12602,5.7432,75,20,46,Aprovechable,En Pie,18S,453110,9157663,PC 09,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,65,12603,6.8441,84,19,51,Aprovechable,En Pie,18S,453148,9157679,PC 09,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,65,12604,8.2703,90,20,51,Aprovechable,En Pie,18S,453116,9157790,PC 09,
Sloanea guianensis , Huangana casho,Sloanea guianensis , Huangana casho, ,65,12605,8.6787,100,17,41,Semillero,En Pie,18S,453121,9157840,PC 09,SEMILLERO
Copaifera reticulata , Copaiba,Copaifera paupera , Copaiba, ,65,12606,3.3081,60,18,56,Semillero,En Pie,18S,453113,9157865,PC 09,SEMILLERO
Terminalia oblonga , Yacushapana,Terminalia oblonga , Yacushapana, ,65,12607,5.2531,70,21,41,Aprovechable,En Pie,18S,453106,9157934,PC 09,
Sloanea guianensis , Huangana casho,Sloanea guianensis , Huangana casho, ,65,12608,5.5327,85,15,41,Aprovechable,En Pie,18S,453128,9158061,PC 09,
Parkia nitida , Goma huayo pashaco,Parkia nitida , Goma huayo pashaco, ,65,12609,4.5946,75,16,41,Aprovechable,En Pie,18S,453121,9158098,PC 09,
Handroanthus incanus , Tahuari, ,, ,65,12610,2.5615,56,16,46,Semillero,En Pie,18S,453126,9158122,PC 09,SEMILLERO
Hura crepitans , Catahua,Hura crepitans , Catahua, ,65,12611,5.9015,85,16,60,Semillero,En Pie,18S,453137,9158462,PC 09,SEMILLERO
Sloanea guianensis , Huangana casho,Sloanea guianensis , Huangana casho, ,65,12612,3.2519,70,13,41,Semillero,En Pie,18S,453133,9158476,PC 09,SEMILLERO
Brosimum guianense , Manchinga,Brosimum guianense , Manchinga, ,65,12613,4.3138,65,20,41,Semillero,En Pie,18S,453106,9158556,PC 09,SEMILLERO
Brosimum guianense , Manchinga,Brosimum guianense , Manchinga, ,65,12614,6.6392,85,18,41,Aprovechable,En Pie,18S,453132,9158595,PC 09,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,65,12615,9.1892,100,18,60,Aprovechable,En Pie,18S,453145,9158617,PC 09,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,65,12616,9.1892,100,18,60,Aprovechable,En Pie,18S,453124,9158716,PC 09,
Copaifera reticulata , Copaiba,Copaifera paupera , Copaiba, ,62,12617,5.3077,76,18,56,Aprovechable,En Pie,18S,453357,9158873,PC 09,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,62,12618,11.2312,100,22,51,Aprovechable,En Pie,18S,453332,9159008,PC 09,
Parkia nitida , Goma huayo pashaco,Parkia nitida , Goma huayo pashaco, ,62,12619,4.013,68,17,41,Semillero,En Pie,18S,453324,9159038,PC 09,SEMILLERO
Hura crepitans , Catahua,Hura crepitans , Catahua, ,62,12620,9.8835,110,16,60,Aprovechable,En Pie,18S,453351,9159084,PC 09,
Sloanea guianensis , Huangana casho,Sloanea guianensis , Huangana casho, ,62,12621,8.6787,100,17,41,Aprovechable,En Pie,18S,453321,9159139,PC 09,
Copaifera reticulata , Copaiba,Copaifera paupera , Copaiba, ,62,12622,3.6757,60,20,56,Semillero,En Pie,18S,453350,9159270,PC 09,SEMILLERO
Hura crepitans , Catahua,Hura crepitans , Catahua, ,62,12623,5.3757,90,13,60,Aprovechable,En Pie,18S,453353,9159317,PC 09,
Copaifera reticulata , Copaiba,Copaifera paupera , Copaiba, ,62,12624,5.5033,70,22,56,Aprovechable,En Pie,18S,453317,9159326,PC 09,
Copaifera reticulata , Copaiba,Copaifera paupera , Copaiba, ,62,12625,3.0912,58,18,56,Semillero,En Pie,18S,453328,9159426,PC 09,SEMILLERO
Clarisia racemosa , Mashonaste,Clarisia racemosa , Mashonaste, ,62,12626,2.9405,60,16,41,Semillero,En Pie,18S,453335,9159423,PC 09,SEMILLERO
Sloanea guianensis , Huangana casho,Sloanea guianensis , Huangana casho, ,62,12627,4.9622,90,12,41,Aprovechable,En Pie,18S,453327,9159449,PC 09,
Myroxylon balsamum , Estoraque,Myroxylon balsamum , Estoraque, ,62,12628,4.3138,65,20,41,Aprovechable,En Pie,18S,453307,9159514,PC 09,
Copaifera reticulata , Copaiba,Copaifera paupera , Copaiba, ,62,12629,7.188,80,22,56,Aprovechable,En Pie,18S,453312,9159522,PC 09,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,62,12630,3.3081,60,18,51,Semillero,En Pie,18S,453337,9159544,PC 09,SEMILLERO
Sloanea guianensis , Huangana casho,Sloanea guianensis , Huangana casho, ,62,12631,3.7331,75,13,41,Aprovechable,En Pie,18S,453335,9159613,PC 09,
Clarisia racemosa , Mashonaste,Clarisia racemosa , Mashonaste, ,62,12632,4.5946,75,16,41,Aprovechable,En Pie,18S,453327,9159702,PC 09,
Ormosia coccinea , Huayruro,Ormosia coccinea , Huayruro, ,62,12633,5.8974,76,20,46,Aprovechable,En Pie,18S,453350,9159847,PC 09,
Ceiba pentandra , Lupuna,Ceiba pentandra , Lupuna, ,62,12634,20.4689,135,22,64,Aprovechable,En Pie,18S,453366,9159849,PC 09,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,62,12635,7.6577,100,15,60,Aprovechable,En Pie,18S,453340,9159903,PC 09,
Calycophyllum spruceanum , Capirona,Calycophyllum spruceanum , Capirona, ,62,12636,3.0886,55,20,41,Semillero,En Pie,18S,453357,9160247,PC 09,SEMILLERO
Terminalia oblonga , Yacushapana,Terminalia oblonga , Yacushapana, ,61,12637,3.3081,60,18,41,Aprovechable,En Pie,18S,453403,9160286,PC 09,
Terminalia oblonga , Yacushapana,Terminalia oblonga , Yacushapana, ,61,12638,3.7522,70,15,41,Aprovechable,En Pie,18S,453406,9160263,PC 09,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,61,12639,4.3074,75,15,60,Semillero,En Pie,18S,453401,9160194,PC 09,SEMILLERO
Hura crepitans , Catahua,Hura crepitans , Catahua, ,61,12640,9.8835,110,16,60,Semillero,En Pie,18S,453386,9160128,PC 09,SEMILLERO
Hura crepitans , Catahua,Hura crepitans , Catahua, ,61,12641,7.1471,100,14,60,Aprovechable,En Pie,18S,453408,9160128,PC 09,
Sloanea guianensis , Huangana casho,Sloanea guianensis , Huangana casho, ,61,12642,5.3757,90,13,41,Aprovechable,En Pie,18S,453386,9159713,PC 09,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,61,12643,5.003,70,20,51,Aprovechable,En Pie,18S,453432,9159599,PC 09,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,61,12644,7.3169,105,13,60,Semillero,En Pie,18S,453441,9159594,PC 09,SEMILLERO
Hura crepitans , Catahua,Hura crepitans , Catahua, ,61,12645,5.6636,86,15,60,Aprovechable,En Pie,18S,453411,9159560,PC 09,
Clarisia racemosa , Mashonaste,Clarisia racemosa , Mashonaste, ,61,12646,4.2344,72,16,41,Aprovechable,En Pie,18S,453416,9159519,PC 09,
Sloanea guianensis , Huangana casho,Sloanea guianensis , Huangana casho, ,61,12647,9.2658,110,15,41,Aprovechable,En Pie,18S,453427,9159455,PC 09,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,61,12648,8.1682,100,16,60,Aprovechable,En Pie,18S,453414,9159381,PC 09,
Sloanea guianensis , Huangana casho,Sloanea guianensis , Huangana casho, ,61,12649,4.3074,75,15,41,Semillero,En Pie,18S,453428,9159368,PC 09,SEMILLERO
Sloanea guianensis , Huangana casho,Sloanea guianensis , Huangana casho, ,61,12650,4.5742,80,14,41,Aprovechable,En Pie,18S,453444,9159350,PC 09,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,61,12651,9.2658,110,15,60,Aprovechable,En Pie,18S,453432,9159333,PC 09,
Sloanea guianensis , Huangana casho,Sloanea guianensis , Huangana casho, ,61,12652,4.2474,80,13,41,Semillero,En Pie,18S,453431,9159271,PC 09,SEMILLERO
Calycophyllum spruceanum , Capirona,Calycophyllum spruceanum , Capirona, ,61,12653,5.2531,70,21,41,Aprovechable,En Pie,18S,453387,9159242,PC 09,
Sloanea guianensis , Huangana casho,Sloanea guianensis , Huangana casho, ,61,12654,3.7331,75,13,41,Aprovechable,En Pie,18S,453414,9159168,PC 09,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,61,12655,7.4432,90,18,51,Aprovechable,En Pie,18S,453391,9159145,PC 09,
Sloanea guianensis , Huangana casho,Sloanea guianensis , Huangana casho, ,61,12656,3.5021,70,14,41,Aprovechable,En Pie,18S,453389,9158909,PC 09,
Copaifera reticulata , Copaiba,Copaifera paupera , Copaiba, ,50,12657,4.7452,65,22,56,Aprovechable,En Pie,18S,454144,9158782,PC 09,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,50,12658,3.4919,60,19,51,Semillero,En Pie,18S,454143,9158716,PC 09,SEMILLERO
Ormosia coccinea , Huayruro,Ormosia coccinea , Huayruro, ,50,12659,3.6472,63,18,46,Aprovechable,En Pie,18S,454156,9158714,PC 09,
Ceiba pentandra , Lupuna,Ceiba pentandra , Lupuna, ,50,12660,5.2531,70,21,64,Aprovechable,En Pie,18S,454152,9158550,PC 09,
Brosimum guianense , Manchinga,Brosimum guianense , Manchinga, ,50,12661,4.0024,70,16,41,Aprovechable,En Pie,18S,454189,9158526,PC 09,
Copaifera reticulata , Copaiba,Copaifera paupera , Copaiba, ,50,12662,9.1892,100,18,56,Aprovechable,En Pie,18S,454149,9158322,PC 09,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,50,12663,6.5345,80,20,51,Aprovechable,En Pie,18S,454207,9158228,PC 09,
Copaifera reticulata , Copaiba,Copaifera paupera , Copaiba, ,50,12664,5.2531,70,21,56,Aprovechable,En Pie,18S,454178,9158168,PC 09,
Sloanea guianensis , Huangana casho,Sloanea guianensis , Huangana casho, ,50,12665,5.1638,85,14,41,Aprovechable,En Pie,18S,454191,9158164,PC 09,
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,50,12666,5.8811,80,18,41,Aprovechable,En Pie,18S,454162,9158152,PC 09,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,50,12667,7.6685,94,17,60,Aprovechable,En Pie,18S,454192,9158105,PC 09,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,50,12668,4.5027,70,18,51,Aprovechable,En Pie,18S,454215,9158019,PC 09,
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,50,12669,3.8824,65,18,41,Aprovechable,En Pie,18S,454155,9158024,PC 09,
Copaifera reticulata , Copaiba,Copaifera paupera , Copaiba, ,50,12670,6.2119,78,20,56,Aprovechable,En Pie,18S,454161,9158009,PC 09,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,50,12671,3.6757,60,20,51,Semillero,En Pie,18S,454198,9158000,PC 09,SEMILLERO
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,50,12672,4.5295,65,21,51,Aprovechable,En Pie,18S,454187,9157990,PC 09,
Copaifera reticulata , Copaiba,Copaifera paupera , Copaiba, ,50,12673,6.2537,70,25,56,Aprovechable,En Pie,18S,454185,9157983,PC 09,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,50,12674,5.7432,75,20,51,Aprovechable,En Pie,18S,454196,9157951,PC 09,
Ceiba pentandra , Lupuna,Ceiba pentandra , Lupuna, ,50,12675,14.2075,110,23,64,Aprovechable,En Pie,18S,454195,9157948,PC 09,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,50,12676,9.8835,110,16,60,Aprovechable,En Pie,18S,454167,9157910,PC 09,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,50,12678,12.4973,120,17,60,Aprovechable,En Pie,18S,454172,9157865,PC 09,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,50,12679,6.1923,76,21,51,Aprovechable,En Pie,18S,454161,9157846,PC 09,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,50,12680,5.5033,70,22,51,Aprovechable,En Pie,18S,454149,9157815,PC 09,
Calycophyllum spruceanum , Capirona,Calycophyllum spruceanum , Capirona, ,50,12681,4.2474,80,13,41,Aprovechable,En Pie,18S,454138,9157811,PC 09,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,50,12682,4.125,67,18,51,Aprovechable,En Pie,18S,454169,9157760,PC 09,
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,50,12683,3.3081,60,18,41,Aprovechable,En Pie,18S,454174,9157758,PC 09,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,50,12684,9.6754,95,21,51,Aprovechable,En Pie,18S,454183,9157632,PC 09,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,50,12685,12.795,118,18,60,Aprovechable,En Pie,18S,454202,9157614,PC 09,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,50,12686,6.5345,80,20,51,Aprovechable,En Pie,18S,454146,9157597,PC 09,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,50,12687,5.169,73,19,51,Aprovechable,En Pie,18S,454145,9157568,PC 09,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,50,12688,5.003,70,20,51,Aprovechable,En Pie,18S,454170,9157591,PC 09,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,50,12689,12.4973,120,17,60,Aprovechable,En Pie,18S,454169,9157490,PC 09,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,50,12690,10.2919,120,14,60,Aprovechable,En Pie,18S,454162,9157484,PC 09,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,50,12691,3.3081,60,18,51,Semillero,En Pie,18S,454179,9157442,PC 09,SEMILLERO
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,50,12692,4.7528,70,19,51,Aprovechable,En Pie,18S,454155,9157345,PC 09,
Ormosia coccinea , Huayruro,Ormosia coccinea , Huayruro, ,50,12693,3.8824,65,18,46,Aprovechable,En Pie,18S,454143,9157288,PC 09,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,50,12694,4.9573,68,21,51,Aprovechable,En Pie,18S,454153,9157286,PC 09,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,50,12695,6.2703,85,17,51,Aprovechable,En Pie,18S,454179,9157245,PC 09,
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,50,12696,2.9405,60,16,41,Aprovechable,En Pie,18S,454184,9157084,PC 09,
Copaifera reticulata , Copaiba,Copaifera paupera , Copaiba, ,50,12697,5.7432,75,20,56,Aprovechable,En Pie,18S,454188,9157065,PC 09,
Schizolobium amazonicum , Pashaco rojo,Schizolobium amazonicum , Pashaco rojo, ,50,12698,3.0018,70,12,51,Semillero,En Pie,18S,454160,9157027,PC 09,SEMILLERO
Terminalia oblonga , Yacushapana,Terminalia oblonga , Yacushapana, ,50,12699,4.7452,65,22,41,Aprovechable,En Pie,18S,454168,9156984,PC 09,
Pouteria torta , Quina quina,Pouteria torta , Quina quina, ,50,12700,3.3081,60,18,41,Aprovechable,En Pie,18S,454195,9156932,PC 09,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,50,12701,5.8811,80,18,51,Aprovechable,En Pie,18S,454201,9158908,PC 09,
Clarisia racemosa , Mashonaste,Clarisia racemosa , Mashonaste, ,50,12702,2.9405,60,16,41,Semillero,En Pie,18S,454173,9158949,PC 09,SEMILLERO
Sloanea guianensis , Huangana casho,Sloanea guianensis , Huangana casho, ,50,12703,6.7515,115,10,41,Aprovechable,En Pie,18S,454201,9158959,PC 09,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,50,12704,2.8817,56,18,51,Aprovechable,En Pie,18S,454157,9158969,PC 09,
Ormosia coccinea , Huayruro,Ormosia coccinea , Huayruro, ,50,12705,1.2763,50,10,46,Aprovechable,En Pie,18S,454172,9158987,PC 09,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,50,12706,8.8216,120,12,60,Aprovechable,En Pie,18S,454189,9159025,PC 09,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,50,12707,3.0197,65,14,51,Aprovechable,En Pie,18S,454172,9159145,PC 09,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,50,12708,9.5567,120,13,60,Aprovechable,En Pie,18S,454167,9159181,PC 09,
Hura crepitans , Catahua,Hura crepitans , Catahua, ,50,12709,16.2291,170,11,60,Aprovechable,En Pie,18S,454186,9159297,PC 09,
Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,50,12710,2.6253,55,17,51,Aprovechable,En Pie,18S,454172,9159412,PC 09,
Ormosia coccinea , Huayruro,Ormosia coccinea , Huayruro, ,50,12711,2.042,50,16,46,Aprovechable,En Pie,18S,454184,9159534,PC 09,
Clarisia racemosa , Mashonaste,Clarisia racemosa , Mashonaste, ,50,12712,2.3892,60,13,41,Aprovechable,En Pie,18S,454199,9159599,PC 09,
Calycophyllum spruceanum , Capirona,Calycophyllum spruceanum , Capirona, ,50,12713,10.2919,120,14,41,Aprovechable,En Pie,18S,454183,9159673,PC 09,
Sloanea guianensis , Huangana casho,Sloanea guianensis , Huangana casho, ,50,12714,4.0203,75,14,41,Aprovechable,En Pie,18S,454206,9159697,PC 09,
Schizolobium amazonicum , Pashaco rojo,Schizolobium amazonicum , Pashaco rojo, ,50,12715,5.3757,90,13,51,Aprovechable,En Pie,18S,454169,9159770,PC 09,
Schizolobium amazonicum , Pashaco rojo,Schizolobium amazonicum , Pashaco rojo, ,50,12716,5.9896,95,13,51,Aprovechable,En Pie,18S,454202,9159767,PC 09,
Calycophyllum spruceanum , Capirona,Calycophyllum spruceanum , Capirona, ,50,12717,1.8608,45,18,41,Aprovechable,En Pie,18S,454195,9159822,PC 09,
Calycophyllum spruceanum , Capirona,Calycophyllum spruceanum , Capirona, ,50,12718,4.2525,70,17,41,Aprovechable,En Pie,18S,454180,9159884,PC 09,
Calycophyllum spruceanum , Capirona,Calycophyllum spruceanum , Capirona, ,50,12719,1.7574,45,17,41,Semillero,En Pie,18S,454177,9159898,PC 09,SEMILLERO
Calycophyllum spruceanum , Capirona,Calycophyllum spruceanum , Capirona, ,50,12720,2.042,50,16,41,Semillero,En Pie,18S,454170,9159934,PC 09,SEMILLERO
Calycophyllum spruceanum , Capirona,Calycophyllum spruceanum , Capirona, ,50,12721,3.3081,60,18,41,Semillero,En Pie,18S,454192,9159934,PC 09,SEMILLERO
Calycophyllum spruceanum , Capirona,Calycophyllum spruceanum , Capirona, ,50,12722,3.0197,65,14,41,Semillero,En Pie,18S,454193,9159960,PC 09,SEMILLERO
